Gata,Stadur,Verd,Fasteignamat,Brunabotamat,Ahvilandi,Tegund,Byggingarar,Size,Herbergi,Svefnherbergi,Stofur,Badherbergi,Inngangur,Bilskur,Nybygging
Laugarás,Borgarnesi,16900000,16538000,24748000,0,Einbýli,1943,94.6,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Brattagata,Vestmannaeyjum,52900000,46350000,62650000,0,Einbýli,1987,198.9,6,4,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Bríetartún 9,Reykjavík,89900000,67850000,61650000,0,Fjölbýli,2018,136.1,4,3,1,2,Sameiginlegur,Nei / Ekki vitað,Já
Bríetartún 9,Reykjavík,99900000,33650000,0,0,Fjölbýli,2018,136.2,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,Já
Suðurgata 32,Sandgerði,18900000,16900000,21950000,0,Fjölbýli,1954,72.3,2,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Tangagata 20A,Ísafirði,36000000,15400000,34450000,0,Einbýli,1903,153.1,6,4,2,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Byggðavegur  88 nh.,Akureyri,47900000,38950000,45970000,0,Fjölbýli,1960,178.4,5,3,2,1,Sérinngangur,Já,Nei / Ekki vitað
Naustavör  28,Kópavogi,67500000,49450000,4770000,0,Fjölbýli,2019,125.5,3,2,1,1,Ekki vitað,Já,Nei / Ekki vitað
Naustavör  28,Kópavogi,69500000,63150000,56020000,0,Fjölbýli,2019,120.4,3,2,1,1,Ekki vitað,Já,Já
Bæjarás 8,Bakkafirði,9500000,7490000,32200000,0,Einbýli,1999,100,4,3,1,1,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Tröllateigur 17,Mosfellsbæ,53800000,47950000,39910000,0,Fjölbýli,2004,122.8,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Holtsflöt 4,Akranesi,49500000,51750000,51710000,0,Fjölbýli,2007,134.5,4,3,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Geirsgata 2,Reykjavík,99400000,71200000,59900000,0,Fjölbýli,2018,125.3,2,1,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Fífusel 35,Reykjavík,37900000,41100000,39730000,0,Fjölbýli,1975,141.8,5,4,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Borgartún 30B,Reykjavík,74500000,82200000,61150000,0,Fjölbýli,2003,168.1,3,2,2,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Grænalaut 10,Reykjanesbæ,46900000,31350000,0,0,Fjölbýli,2020,110.1,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Já
Grænalaut 10,Reykjanesbæ,46900000,31350000,0,0,Fjölbýli,2020,110.1,4,3,1,1,Ekki vitað,Nei / Ekki vitað,Já
Mánagata 27,Grindavík,49900000,37050000,49200000,0,Einbýli,1970,168.9,5,4,1,2,Sérinngangur,Já,Nei / Ekki vitað
Laugagerði Laugarás,Selfossi,69900000,29800000,52900000,0,Einbýli,1965,197.2,5,4,1,2,Sérinngangur,Já,Nei / Ekki vitað
Melgerði 10,Reykjavík,99800000,92750000,80700000,0,Einbýli,1957,272.3,9,5,4,2,Sérinngangur,Já,Nei / Ekki vitað
Grænalaut 10,Reykjanesbæ,56900000,38750000,0,0,Fjölbýli,2020,144.4,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Súlutjörn 9,Njarðvík,38900000,45050000,46600000,0,Fjölbýli,2006,123.4,5,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Bæjarlind 5,Kópavogi,64900000,49150000,0,0,Fjölbýli,2019,117.9,4,3,1,1,Sameiginlegur,Já,Já
Mánagata 22,Reykjavík,28500000,28300000,14650000,0,Fjölbýli,1940,53.6,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Urriðaholtsstræti 28,Garðabæ,70900000,62850000,62970000,0,Fjölbýli,2019,150.3,5,4,1,2,Sameiginlegur,Já,Já
Lindargata 39,Reykjavík,58900000,59650000,38440000,0,Fjölbýli,2014,89.9,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Álakvísl 134,Reykjavík,51900000,45850000,33300000,0,Fjölbýli,1987,133.9,3,3,1,2,Sérinngangur,Já,Nei / Ekki vitað
Hallgerðargata 19 (403),Reykjavík,50900000,0,0,0,Fjölbýli,2019,77.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Álakvísl 34,Reykjavík,53900000,48200000,37240000,0,Fjölbýli,1983,145.6,4,3,1,2,Sérinngangur,Já,Nei / Ekki vitað
Víkurbraut (303) 17,Reykjanesbæ,73476000,50100000,48460000,0,Fjölbýli,2020,132.5,4,3,1,1,Sameiginlegur,Já,Já
Víkurbraut (203) 17,Reykjanesbæ,72144000,49900000,48060000,0,Fjölbýli,2020,132.7,4,3,1,1,Sameiginlegur,Já,Já
Víkurbraut (103) 17,Reykjanesbæ,70143000,49550000,47810000,0,Fjölbýli,2020,131.6,4,3,1,1,Sameiginlegur,Já,Já
Víkurbraut (102) 17,Reykjanesbæ,57510000,42950000,38330000,0,Fjölbýli,2020,107.9,3,2,1,1,Sameiginlegur,Já,Já
Víkurbraut (101) 17,Reykjanesbæ,60900000,39100000,39660000,0,Fjölbýli,2020,112.1,3,2,1,1,Sameiginlegur,Já,Já
Víkurbraut (001) 17,Reykjanesbæ,58770000,39100000,39660000,0,Fjölbýli,2020,108.2,3,2,1,1,Sameiginlegur,Já,Já
Mosagata 5,Garðabæ,57900000,48850000,43900000,0,Fjölbýli,2018,106.9,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Mosagata 7,Garðabæ,56900000,50550000,46500000,0,Fjölbýli,2018,111.5,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Mosagata 7,Garðabæ,57900000,51800000,46300000,0,Fjölbýli,2018,111.2,4,3,1,1,Sameiginlegur,Já,Já
Mosagata 7,Garðabæ,68900000,56900000,54600000,0,Fjölbýli,2018,138.6,4,3,1,1,Sameiginlegur,Já,Já
Unnarbraut 12,Seltjarnarnesi,49900000,52000000,33850000,0,Fjölbýli,1960,120.6,3,4,0,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Bjarkarholt 14 ÍBÚÐ 505,Mosfellsbæ,69200000,22450000,0,0,Fjölbýli,2019,120.5,4,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Bjarkarholt 14 ÍBÚÐ 504,Mosfellsbæ,61900000,21450000,0,0,Fjölbýli,2019,114.4,3,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Bjarkarholt 14 ÍBÚÐ 406,Mosfellsbæ,59000000,20350000,0,0,Fjölbýli,2019,106.9,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Bjarkarholt 12 ÍBÚÐ 308,Mosfellsbæ,65500000,22450000,0,0,Fjölbýli,2019,126.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Bjarkarholt 16 ÍBÚÐ 204,Mosfellsbæ,62900000,21400000,0,0,Fjölbýli,2019,117.2,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Bjarkarholt 20 ÍBÚÐ 202,Mosfellsbæ,66900000,4590000,0,0,Fjölbýli,2020,117.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Bjarkarholt 8 ÍBÚÐ 105,Mosfellsbæ,54500000,4110000,0,0,Fjölbýli,2020,100.4,3,2,1,1,Sameiginlegur,Já,Já
Funafold 75,Reykjavík,87000000,78550000,68400000,0,Einbýli,1984,211.8,8,5,3,3,Margir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Hafnarbraut 15C 314,Kópavogi,73900000,6160000,0,0,Fjölbýli,0,130.5,4,3,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hafnarbraut 15B 210,Kópavogi,52900000,4780000,0,0,Fjölbýli,0,90.4,3,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hafnarbraut 15B 110,Kópavogi,33900000,3120000,0,0,Fjölbýli,0,50.3,1,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hafnarbraut 15C 213,Kópavogi,71900000,6140000,0,0,Fjölbýli,0,129.9,5,3,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hafnarbraut 15A 308,Kópavogi,41900000,3530000,0,0,Fjölbýli,0,57.9,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Lyngás 1G,Garðabæ,48900000,20250000,0,0,Fjölbýli,2019,84.8,3,2,1,1,Sérinngangur,Já,Já
Lyngás 1G,Garðabæ,48900000,20000000,0,0,Fjölbýli,2019,83,3,2,1,1,Sérinngangur,Já,Já
Lyngás 1E,Garðabæ,53900000,22500000,0,0,Fjölbýli,2019,98.5,4,3,1,1,Sérinngangur,Já,Nei / Ekki vitað
Lyngás 1E,Garðabæ,52900000,22900000,0,0,Fjölbýli,2019,102.1,4,3,1,1,Sérinngangur,Já,Já
Lyngás 1E,Garðabæ,53900000,22100000,0,0,Fjölbýli,2019,98.2,3,3,1,1,Sérinngangur,Já,Já
Lyngás 1E,Garðabæ,53900000,22550000,0,0,Fjölbýli,2019,99.9,4,3,1,1,Sérinngangur,Já,Já
Lyngás 1E,Garðabæ,56900000,23300000,0,0,Fjölbýli,2019,102.3,4,3,1,1,Sérinngangur,Já,Já
Lyngás 1E,Garðabæ,55900000,22850000,0,0,Fjölbýli,2019,98.6,4,3,1,1,Sérinngangur,Já,Já
Lyngás 1E,Garðabæ,55900000,22850000,0,0,Fjölbýli,2019,98.6,4,3,1,1,Sérinngangur,Já,Já
Hafnarbraut 15B 410,Kópavogi,67900000,5800000,0,0,Fjölbýli,0,120.7,3,3,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hafnarbraut 15C 214,Kópavogi,72900000,6180000,0,0,Fjölbýli,0,131.2,4,3,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hafnarbraut 15C 114,Kópavogi,79900000,7190000,0,0,Fjölbýli,0,165.1,5,3,2,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Sunnusmári 23,Kópavogi,46900000,0,0,0,Fjölbýli,2019,78.9,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Hásteinsvegur  40,Vestmannaeyjum,27000000,24750000,36000000,0,Einbýli,1920,134.4,7,6,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Garðabraut 24,Akranesi,31000000,28750000,32150000,0,Fjölbýli,1973,102,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hafnarbraut 13A 201,Kópavogi,71900000,6640000,0,0,Fjölbýli,0,147.5,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Skarðshlíð 29,Akureyri,26500000,24000000,26150000,0,Fjölbýli,1971,80.8,3,2,1,1,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Aðalbraut 8,Akureyri,35900000,23150000,56250000,0,Einbýli,1942,194.4,5,4,2,2,Sérinngangur,Já,Nei / Ekki vitað
Hafnarbraut 11 (313),Kópavogi,42900000,30050000,23950000,0,Fjölbýli,1988,71,2,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hafnarbraut 15C 112,Kópavogi,71900000,6120000,0,0,Fjölbýli,0,129.2,4,3,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Seljavegur 3,Reykjavík,36700000,37950000,20450000,19695243,Fjölbýli,1934,72.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Stórikriki 1,Mosfellsbæ,56900000,51600000,45750000,0,Fjölbýli,2007,137.3,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Austurströnd 10,Seltjarnarnesi,49900000,54950000,37800000,0,Fjölbýli,1985,136.4,2,2,1,1,Sérinngangur,Já,Nei / Ekki vitað
Kveldúlfsgata,Borgarnesi,22500000,18250000,25250000,0,Fjölbýli,1975,74.8,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hraunbrún 26,Hafnarfirði,74900000,67050000,55150000,0,Einbýli,1944,180.7,5,4,3,2,Sérinngangur,Já,Nei / Ekki vitað
Espigerði 2,Reykjavík,57300000,53100000,41920000,0,Fjölbýli,1974,129.6,5,3,2,2,Sameiginlegur,Já,Nei / Ekki vitað
"Smyrilshlíð  4, 0101",Reykjavík,46500000,0,0,0,Fjölbýli,2019,72,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Mávahlíð 36,Reykjavík,47500000,42850000,27800000,0,Fjölbýli,1948,94.1,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Jörundarholt 1,Akranesi,49900000,47400000,35450000,0,Einbýli,1998,105,4,3,1,1,Sérinngangur,Já,Nei / Ekki vitað
Garðsstaðir 38,Reykjavík,98400000,94300000,84380000,0,Einbýli,1999,236.8,5,3,2,2,Sérinngangur,Já,Nei / Ekki vitað
Bæjarlind 5,Kópavogi,43900000,32850000,0,0,Fjölbýli,2019,64.2,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Bæjarlind 5,Kópavogi,119000000,77300000,0,0,Fjölbýli,2019,174.9,3,2,1,2,Sameiginlegur,Já,Já
Holtsvegur 33,Garðabæ,47500000,46600000,45910000,0,Fjölbýli,2015,102.4,2,1,1,0,Ekki vitað,Já,Nei / Ekki vitað
Urriðaholtsstræti 30,Garðabæ,68500000,5810000,0,0,Fjölbýli,2020,146.1,4,3,1,2,Sameiginlegur,Já,Nei / Ekki vitað
Hallgerðargata 7 (604),Reykjavík,97500000,45000000,0,0,Fjölbýli,2019,120.4,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Tónahvarf 6,Kópavogi,59107000,19300000,0,0,Atvinnuhúsnæði,2018,204.1,1,0,0,0,Sérinngangur,Nei / Ekki vitað,Já
Tónahvarf 6,Kópavogi,59107000,19300000,0,0,Atvinnuhúsnæði,2018,204.1,1,0,0,0,Sérinngangur,Nei / Ekki vitað,Já
Tónahvarf 6,Kópavogi,59107000,19300000,0,0,Atvinnuhúsnæði,2018,204.1,1,0,0,0,Sérinngangur,Nei / Ekki vitað,Já
Tónahvarf 6,Kópavogi,40962000,13450000,0,0,Atvinnuhúsnæði,2018,140.6,0,0,0,0,Sérinngangur,Nei / Ekki vitað,Já
Gerðarbrunnur  2 (101),Reykjavík,49900000,0,0,0,Fjölbýli,2020,94.9,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Gerðarbrunnur  2 (102),Reykjavík,38900000,0,0,0,Fjölbýli,2020,68.6,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Strikið 1,Garðabæ,61300000,50750000,48100000,0,Fjölbýli,2018,101.8,2,1,1,1,Sameiginlegur,Já,Já
Strikið 1,Garðabæ,62200000,47600000,45000000,0,Fjölbýli,2018,92.6,2,1,1,1,Sameiginlegur,Já,Já
Strikið 1,Garðabæ,60500000,50300000,47600000,0,Fjölbýli,2018,100.5,2,1,1,1,Sameiginlegur,Já,Já
Strikið 1,Garðabæ,53900000,44100000,42850000,0,Fjölbýli,2018,83.9,2,1,1,1,Sameiginlegur,Já,Já
Strikið 1,Garðabæ,56800000,45150000,43150000,0,Fjölbýli,2018,84.6,2,1,1,1,Sameiginlegur,Já,Já
Ósbraut 13,Garði,67000000,79900000,107750000,0,Einbýli,2007,345.6,7,5,1,2,Sérinngangur,Já,Nei / Ekki vitað
Grænalaut 10,Reykjanesbæ,47900000,2810000,0,0,Fjölbýli,2019,110.1,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Smáratún 23,Reykjanesbæ,42500000,37400000,40570000,0,Fjölbýli,1957,156.9,5,3,2,1,Sérinngangur,Já,Nei / Ekki vitað
Bergstaðastræti 60,Reykjavík,63900000,66900000,34500000,0,Fjölbýli,1930,123.9,4,5,0,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Vesturberg 74,Reykjavík,40000000,36400000,30900000,0,Fjölbýli,1970,98.7,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hamraborg 38,Kópavogi,36900000,39450000,26250000,0,Fjölbýli,1978,93.3,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Grænalaut 10  Nýtt í sölu,Reykjanesbæ,47900000,2810000,0,0,Fjölbýli,2019,110.2,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Já
Heinaberg 20,Þorlákshöfn,39900000,31700000,53020000,0,Einbýli,1968,174.6,5,4,1,1,Sérinngangur,Já,Nei / Ekki vitað
Vallakór 2,Kópavogi,56900000,51150000,50090000,0,Fjölbýli,2014,124.3,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Öldugerði 11,Hvolsvelli,41500000,37600000,68700000,0,Einbýli,1973,227.3,6,4,2,2,Tveir inngangar,Já,Nei / Ekki vitað
Árskógar 8,Reykjavík,49800000,45700000,29400000,0,Fjölbýli,1993,93.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Freyjubrunnur 33,Reykjavík,48000000,40700000,38310000,0,Fjölbýli,2017,89.1,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Básahraun 6,Þorlákshöfn,45900000,38100000,65300000,0,Fjölbýli,1980,199.7,6,4,1,2,Sérinngangur,Já,Nei / Ekki vitað
Grænalaut 8,Reykjanesbæ,47900000,2880000,0,0,Fjölbýli,0,111.8,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Já
Klapparberg 17,Reykjavík,89900000,76600000,77400000,0,Einbýli,1983,300,7,4,3,2,Sérinngangur,Já,Nei / Ekki vitað
Grænalaut 4,Reykjanesbæ,56900000,38500000,0,0,Fjölbýli,2018,146.3,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Túngata 35,Eyrarbakka,45000000,38300000,60800000,0,Einbýli,1980,193.9,5,4,1,2,Sérinngangur,Já,Nei / Ekki vitað
Grænalaut 4,Reykjanesbæ,47900000,32650000,0,0,Fjölbýli,2018,112.6,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Já
Birkiteigur 8,Reykjanesbæ,39800000,45800000,43470000,0,Einbýli,1972,159.7,4,3,1,2,Sérinngangur,Já,Nei / Ekki vitað
Blikatjörn 3,Njarðvík,67900000,67900000,73750000,0,Einbýli,2007,213.7,6,4,2,2,Sérinngangur,Já,Nei / Ekki vitað
Strikið 1,Garðabæ,58800000,45350000,43100000,0,Fjölbýli,2018,84,2,1,1,1,Sameiginlegur,Já,Já
Strikið 1,Garðabæ,72300000,51050000,46900000,0,Fjölbýli,2018,98.6,2,1,1,1,Sameiginlegur,Já,Já
Strikið 1,Garðabæ,58800000,46200000,44300000,0,Fjölbýli,2018,88.3,2,1,1,1,Sameiginlegur,Já,Já
Strikið 1,Garðabæ,57900000,50500000,48000000,0,Fjölbýli,2018,102.4,2,1,1,1,Sameiginlegur,Já,Já
Strikið 1,Garðabæ,73800000,56750000,55350000,0,Fjölbýli,2018,123.6,3,2,1,1,Sameiginlegur,Já,Já
Strikið 1,Garðabæ,56900000,48600000,48450000,0,Fjölbýli,2018,104.6,2,1,1,1,Sameiginlegur,Já,Já
Vallhólmi 18,Kópavogi,93900000,82800000,76800000,0,Einbýli,1972,282.8,8,5,2,2,Tveir inngangar,Já,Nei / Ekki vitað
Rjúpnasalir 14,Kópavogi,149000000,93000000,88550000,0,Fjölbýli,2003,221.7,4,3,2,2,Sameiginlegur,Já,Nei / Ekki vitað
Vatnsendablettur 719,Kópavogi,145000000,161600000,136150000,0,Einbýli,2007,440.3,7,5,3,4,Sérinngangur,Já,Nei / Ekki vitað
Miklabraut 90,Reykjavík,69900000,53100000,38740000,0,Fjölbýli,1951,151.5,4,4,2,2,Tveir inngangar,Já,Nei / Ekki vitað
Kirkjusandur Stuðlaborg (215),Reykjavík,46900000,0,0,0,Fjölbýli,2019,77.5,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Eskihlíð 20,Reykjavík,52500000,49000000,32000000,0,Fjölbýli,1957,111.2,4,4,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Lyngholt 17,Akureyri,67900000,64350000,79250000,0,Einbýli,1974,266.4,7,5,2,3,Tveir inngangar,Já,Nei / Ekki vitað
Erlutjörn 2,Njarðvík,69900000,78950000,88630000,0,Fjölbýli,2006,269.8,6,4,2,2,Sérinngangur,Já,Nei / Ekki vitað
Bogaslóð 8,Höfn í Hornafirði,26500000,19800000,36600000,0,Einbýli,1939,152.9,6,5,1,1,Tveir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Gauksrimi 4,Selfossi,54900000,52550000,60250000,0,Einbýli,1984,211.6,6,5,1,2,Sérinngangur,Já,Nei / Ekki vitað
Hraunbær 103,Reykjavík,61500000,21050000,0,0,Fjölbýli,2019,107.1,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Hraunbær 103,Reykjavík,62500000,21250000,0,0,Fjölbýli,2019,98.8,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Birkitún 6,Garði,54900000,44600000,80850000,0,Einbýli,2011,194.6,4,3,1,1,Sérinngangur,Já,Nei / Ekki vitað
Guðnýjarbraut 4,Njarðvík,63900000,62400000,59740000,0,Einbýli,2006,198,5,5,1,2,Sérinngangur,Já,Nei / Ekki vitað
Laugarásvegur 43,Reykjavík,129900000,126400000,86760000,0,Einbýli,1956,321.3,8,5,3,3,Margir inngangar,Já,Nei / Ekki vitað
Elísabetarhagi 2 - 406,Akureyri,42900000,40750000,36920000,0,Fjölbýli,2019,85.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Birkihlíð  25,Sauðárkróki,36500000,29050000,39550000,0,Einbýli,1975,120,4,3,1,1,Margir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Heiðartún 3,Akureyri,84900000,83500000,84490000,0,Einbýli,2011,234.1,6,5,1,2,Sérinngangur,Já,Nei / Ekki vitað
Leirdalur 31,Njarðvík,47900000,35400000,36400000,0,Fjölbýli,2009,97.6,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Skógarbraut 921,Reykjanesbæ,33000000,33300000,36600000,0,Fjölbýli,1978,123,5,4,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Gissurarbúð 6,Þorlákshöfn,57900000,44800000,76100000,0,Einbýli,2006,207.2,5,4,1,1,Sérinngangur,Já,Nei / Ekki vitað
Ásvegur 15,Akureyri,25900000,25800000,25700000,0,Fjölbýli,1964,85.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Þórunnarstræti 87,Akureyri,43900000,38050000,41650000,0,Fjölbýli,1966,144.6,5,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Borgartún 28 íbúð 602,Reykjavík,75900000,7210000,0,0,Fjölbýli,0,114.2,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Borgartún 28 íbúð 503,Reykjavík,74900000,7160000,0,0,Fjölbýli,0,112.4,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Borgartún 28 íbúð 402,Reykjavík,71900000,7140000,0,0,Fjölbýli,0,111.4,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Borgartún 28 íbúð 304,Reykjavík,60900000,5890000,0,0,Fjölbýli,0,83.7,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Borgartún 28 íbúð 201,Reykjavík,59900000,5900000,0,0,Fjölbýli,2019,83.9,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Grænalaut  8,Reykjanesbæ,47900000,2880000,0,0,Fjölbýli,2019,111.3,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
"Grænalaut 4, 204",Reykjanesbæ,56900000,17800000,0,0,Fjölbýli,2018,146.4,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
"Grænalaut 4, 201",Reykjanesbæ,56900000,17800000,0,0,Fjölbýli,2018,146.3,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Grænalaut  8,Reykjanesbæ,47900000,2880000,0,0,Fjölbýli,2019,111.8,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Grænalaut  8,Reykjanesbæ,56900000,38650000,0,0,Fjölbýli,2019,145,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Víðilundur 10,Akureyri,20900000,17600000,22600000,0,Fjölbýli,1972,58.1,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Vesturbraut 15,Hafnarfirði,30900000,28250000,18800000,0,Einbýli,1917,61.4,3,1,2,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Vesturbraut 15,Hafnarfirði,39900000,33650000,25150000,0,Einbýli,1917,77.3,4,3,1,2,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Halldóruhagi 8 201,Akureyri,48800000,3340000,0,0,Fjölbýli,2019,101.8,3,2,1,2,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Hjallalaut  1,Reykjanesbæ,85000000,81900000,96020000,0,Einbýli,2018,229.7,5,4,1,2,Sérinngangur,Já,Já
Víkurbraut 15,Reykjanesbæ,111000000,90650000,107580000,0,Fjölbýli,2008,301,7,4,2,3,Sameiginlegur,Já,Nei / Ekki vitað
Arnarhraun 21,Hafnarfirði,38600000,35550000,32450000,0,Fjölbýli,1969,94.9,4,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Gerplustræti 6A,Mosfellsbæ,58900000,50500000,50360000,0,Fjölbýli,2017,117.1,4,3,1,1,Sérinngangur,Já,Nei / Ekki vitað
Heiðarholt 44,Reykjanesbæ,37500000,34250000,37860000,22938033,Fjölbýli,1989,114,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Gvendargeisli 24,Reykjavík,55500000,48100000,41340000,0,Fjölbýli,2003,126.8,4,3,1,1,Sérinngangur,Já,Nei / Ekki vitað
Veghús 1,Reykjavík,42900000,33700000,24650000,0,Fjölbýli,1989,82.9,3,2,1,1,Tveir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Borgarbraut 36-38,Borgarnesi,32500000,28450000,37600000,0,Fjölbýli,2005,104.7,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Miklabraut  42,Reykjavík,64500000,66900000,46000000,0,Fjölbýli,1946,154.6,6,3,3,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hverfisgata 85  íbúð 215,Reykjavík,44900000,15050000,0,0,Fjölbýli,2019,67.2,2,1,1,1,Sameiginlegur,Já,Já
Álmskógar 9,Akranesi,64900000,67550000,55750000,0,Einbýli,2007,178.7,4,3,1,1,Sérinngangur,Já,Nei / Ekki vitað
Eyjasel 6,Stokkseyri,34000000,31200000,47050000,0,Einbýli,1973,145.6,4,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Sunnusmári 18,Kópavogi,63900000,0,0,0,Fjölbýli,2019,102.9,4,3,1,1,Sameiginlegur,Já,Já
