Gata,Stadur,Verd,Fasteignamat,Brunabotamat,Ahvilandi,Tegund,Byggingarar,Size,Herbergi,Svefnherbergi,Stofur,Badherbergi,Inngangur,Bilskur,Nybygging
Hafnarstræti 26,Akureyri,41400000,42650000,33350000,0,Fjölbýli,2019,93.5,4,2,1,0,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Hafnarstræti 26 B 105,Akureyri,35900000,28800000,23800000,0,Fjölbýli,2019,70.1,3,2,1,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Hafnarstræti 26 A 206,Akureyri,57900000,32850000,0,0,Fjölbýli,2018,130.8,5,3,1,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Engjasel 65,Reykjavík,38500000,36600000,34550000,0,Fjölbýli,1976,131.5,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Bergstaðastræti 48,Reykjavík,29900000,27100000,16850000,0,Fjölbýli,1940,48.9,1,0,0,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Skálanesgata 7,Vopnafirði,14800000,13250000,30350000,0,Fjölbýli,1978,86.5,4,0,0,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Skildinganes 16,Reykjavík,125900000,117150000,82600000,0,Einbýli,1982,248.8,7,5,2,2,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Steinhella 8,Hafnarfirði,39500000,31550000,36200000,0,Atvinnuhúsnæði,2005,157.7,3,0,0,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Steinhella 17,Hafnarfirði,1850,251500000,287950000,0,Atvinnuhúsnæði,2012,1326,0,0,0,0,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Suðurgata 21,Akranesi,22900000,13700000,15000000,0,Fjölbýli,1931,66.4,3,2,1,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Suðurgata 21,Akranesi,25900000,19750000,24700000,0,Fjölbýli,1931,86.6,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Brekkugata 3 - íb 407,Garðabæ,74800000,27800000,0,0,Fjölbýli,2019,141.2,5,3,2,1,Sameiginlegur,Já,Já
Brekkugata 3 - íb 306,Garðabæ,72900000,27300000,0,0,Fjölbýli,2019,139,5,3,1,1,Sameiginlegur,Já,Já
Brekkugata 3 - íb 206,Garðabæ,71500000,27200000,0,0,Fjölbýli,2019,139,5,3,1,1,Sameiginlegur,Já,Já
Kleppsvegur 124,Reykjavík,39900000,32400000,25500000,0,Fjölbýli,1966,90.2,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
"Smyrilshlíð 10, 0411",Reykjavík,52900000,48400000,38810000,0,Fjölbýli,2019,84.2,3,2,1,1,Sameiginlegur,Já,Já
"Smyrilshlíð 10, 0214",Reykjavík,51900000,47750000,37260000,0,Fjölbýli,2019,84.6,3,2,1,1,Sameiginlegur,Já,Já
"Smyrilshlíð  4, 0103",Reykjavík,59900000,0,0,0,Fjölbýli,2019,95.1,4,3,1,1,Sameiginlegur,Já,Já
Seljuskógar 14,Akranesi,78500000,83400000,75230000,0,Einbýli,2008,247.5,6,4,2,2,Sérinngangur,Já,Nei / Ekki vitað
Kirkjubraut 2,Akranesi,37700000,38250000,41550000,0,Fjölbýli,1956,159,6,4,2,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Garðabraut 2,Akranesi,22500000,14500000,18200000,0,Fjölbýli,1950,50.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
"Smyrilshlíð 6, 0208",Reykjavík,58500000,0,0,0,Fjölbýli,2019,102.7,4,3,1,1,Sameiginlegur,Já,Já
Skólabraut 35,Akranesi,28400000,18250000,19950000,0,Einbýli,1909,80,3,2,1,1,Margir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Álfholt 32,Hafnarfirði,54900000,51200000,50950000,0,Fjölbýli,1993,154.9,7,5,2,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Grandavegur 42A,Reykjavík,49900000,46700000,36600000,0,Fjölbýli,2016,76.4,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Búðavegur 39a,Fáskrúðsfirði,19800000,22350000,49630000,0,Einbýli,1921,181.2,4,3,1,1,Tveir inngangar,Já,Nei / Ekki vitað
Engjasel 65,Reykjavík,39500000,36500000,34350000,0,Fjölbýli,1976,131.5,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Fitjaás 6,Njarðvík,30000000,38400000,0,0,Einbýli,2018,181.3,4,0,0,0,Sérinngangur,Já,Nei / Ekki vitað
Gnoðarvogur 86,Reykjavík,71900000,59600000,45770000,0,Fjölbýli,1958,159.1,5,4,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Fálkahlíð 6,Reykjavík,79900000,0,0,0,Fjölbýli,2019,144.1,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,Já
Fossvegur 2,Selfossi,33900000,32600000,33450000,0,Fjölbýli,2004,95,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Grænalaut 10  Nýtt í sölu,Reykjanesbæ,56900000,3470000,0,0,Fjölbýli,0,144.4,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Já
Guðnýjarbraut 16,Njarðvík,80000000,72900000,79150000,0,Einbýli,2008,253.3,6,4,2,2,Sérinngangur,Já,Nei / Ekki vitað
Merkjateigur 3,Mosfellsbæ,73900000,61800000,58100000,0,Einbýli,1978,186.6,5,3,2,2,Sérinngangur,Já,Nei / Ekki vitað
Lambastaðabraut 10,Seltjarnarnesi,129000000,129950000,84750000,0,Einbýli,1945,360.3,8,4,4,3,Margir inngangar,Já,Nei / Ekki vitað
Frakkastígur 8,Reykjavík,43700000,42250000,27900000,0,Fjölbýli,2019,59.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Frakkastígur 8,Reykjavík,43700000,41650000,27300000,0,Fjölbýli,2019,57.1,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Akralundur 4,Akranesi,38000000,36500000,29800000,0,Fjölbýli,2017,81.2,2,1,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Smyrilshlíð 10,Reykjavík,42500000,37700000,28160000,0,Fjölbýli,2019,57.6,2,1,1,1,Sameiginlegur,Já,Já
Smyrilshlíð 10,Reykjavík,52500000,47450000,36910000,0,Fjölbýli,2019,83.4,3,2,1,1,Sameiginlegur,Já,Já
Dalshraun 6,Hafnarfirði,240000000,185500000,190900000,0,Atvinnuhúsnæði,1964,987.5,4,0,0,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Faxafen 12,Reykjavík,52200000,49150000,55700000,0,Atvinnuhúsnæði,1988,204.4,0,0,0,2,Tveir sér,Nei / Ekki vitað,Nei / Ekki vitað
Lyngás 1H,Garðabæ,54900000,35750000,40100000,0,Fjölbýli,2019,100.1,4,3,1,1,Sérinngangur,Já,Já
Tangabryggja 15 Íbúð 601,Reykjavík,65000000,62250000,63730000,0,Fjölbýli,2019,146.3,4,3,2,2,Sameiginlegur,Já,Nei / Ekki vitað
Syðri-Kambhóll,Akureyri,21900000,21350000,35250000,0,Einbýli,1975,122.8,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Grettisgata 50,Reykjavík,95000000,78750000,46650000,0,Einbýli,1908,158,7,4,3,3,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Grettisgata 50,Reykjavík,160000000,132550000,75000000,0,Einbýli,1908,306,7,4,3,2,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Grænalaut 10,Reykjanesbæ,56900000,38600000,0,0,Fjölbýli,2020,144.4,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Grænalaut 10,Reykjanesbæ,56900000,38750000,0,0,Fjölbýli,2020,144.4,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Grænalaut 10,Reykjanesbæ,56900000,38750000,0,0,Fjölbýli,2020,144.4,4,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Grænalaut 10,Reykjanesbæ,47900000,38600000,0,0,Fjölbýli,2020,110.1,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Grænalaut 10,Reykjanesbæ,47900000,38600000,0,0,Fjölbýli,2020,110.9,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Grænalaut 10,Reykjanesbæ,47900000,31450000,0,0,Fjölbýli,2020,110.1,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Grænalaut 10,Reykjanesbæ,47900000,38600000,0,0,Fjölbýli,2020,110.1,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Grænalaut 10,Reykjanesbæ,47900000,38600000,0,0,Fjölbýli,2020,110.1,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Grænalaut 10,Reykjanesbæ,56900000,38600000,0,0,Fjölbýli,2020,144.4,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Þorragata 5,Reykjavík,79900000,79550000,49790000,0,Fjölbýli,1994,149.8,4,2,2,1,Sameiginlegur,Já,Nei / Ekki vitað
Óseyri  10,Akureyri,49900000,16260000,24450000,0,Atvinnuhúsnæði,2008,98.1,0,0,0,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Skarðshlíð 34,Akureyri,29200000,27200000,34750000,0,Fjölbýli,1969,96.9,3,0,0,1,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Sunnusmári 21 íb. 505,Kópavogi,55900000,0,0,0,Fjölbýli,2019,99,3,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Sunnusmári 23 íb. 303,Kópavogi,36900000,0,0,0,Fjölbýli,2019,51.5,1,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Sunnusmári 22,Kópavogi,55900000,51600000,36950000,0,Fjölbýli,2019,107.3,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Rauðhella 1,Hafnarfirði,43500000,27000000,37350000,0,Atvinnuhúsnæði,2003,189.9,2,0,0,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Hrólfsskálamelur 3,Seltjarnarnesi,79900000,74750000,54470000,0,Fjölbýli,2009,134,4,3,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Stakkholt 4,Reykjavík,49900000,49150000,42190000,0,Fjölbýli,2014,83.2,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Gaukshólar 2,Reykjavík,55900000,54050000,46540000,0,Fjölbýli,1973,169.8,5,3,1,2,Sameiginlegur,Já,Nei / Ekki vitað
Síðumúli 6,Reykjavík,189000000,177750000,194350000,0,Atvinnuhúsnæði,1976,726.8,0,0,0,0,Margir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Drafnarbraut 2,Dalvík,32900000,26950000,43540000,0,Fjölbýli,1975,153.4,4,3,1,1,Sérinngangur,Já,Nei / Ekki vitað
Sandholt 11,Ólafsvík,43900000,24750000,55770000,0,Einbýli,1961,183.6,6,5,2,1,Sérinngangur,Já,Nei / Ekki vitað
Langirimi 21-23,Reykjavík,29900000,11900000,14000000,0,Atvinnuhúsnæði,1996,48.9,3,0,0,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Garðarsbraut 15,Húsavík,23900000,16700000,18650000,0,Fjölbýli,1952,66.5,2,1,1,1,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Garðarsbraut 15,Húsavík,27900000,19400000,22050000,0,Fjölbýli,1952,81.3,2,3,1,1,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Jörundarholt 110,Akranesi,84900000,75150000,85200000,0,Einbýli,1981,257.5,6,4,2,2,Sérinngangur,Já,Nei / Ekki vitað
Gerplustræti 17,Mosfellsbæ,74900000,59400000,0,0,Fjölbýli,2019,157.6,5,4,1,2,Sameiginlegur,Já,Já
Fífudalur 2,Njarðvík,83000000,85050000,102750000,0,Einbýli,2018,271.5,6,0,0,0,Ekki vitað,Já,Nei / Ekki vitað
VALSHEIÐI 17,Hveragerði,59000000,60900000,68950000,0,Einbýli,2007,201.5,6,4,2,2,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
HEIÐMÖRK 35 íb. 103,Hveragerði,23900000,0,0,0,Fjölbýli,1945,47.3,2,1,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
HEIÐMÖRK 35 íb. 106,Hveragerði,21900000,0,0,0,Fjölbýli,1945,46.8,2,1,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Suðurgata 27,Sandgerði,25500000,24600000,30750000,0,Fjölbýli,1992,101.2,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Kleifarvegur 5,Reykjavík,149000000,130250000,105470000,0,Einbýli,1955,377.6,8,6,2,3,Margir inngangar,Já,Nei / Ekki vitað
Skálahlíð 28,Mosfellsbæ,83900000,10200000,0,0,Einbýli,2019,233.86,6,4,2,2,Sérinngangur,Já,Já
Álfhólsvegur 73 íb.101,Kópavogi,67900000,21700000,0,0,Fjölbýli,0,108.7,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Mánagata 9,Grindavík,48600000,36050000,56360000,0,Einbýli,1962,193,6,5,2,2,Ekki vitað,Já,Nei / Ekki vitað
Birkitún  6 EINBÝLISHÚS,Garði,54900000,49050000,78650000,0,Einbýli,2011,194.6,4,3,1,1,Ekki vitað,Já,Nei / Ekki vitað
Fjarðargata 19,Hafnarfirði,57900000,44550000,43550000,0,Fjölbýli,1999,111.3,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Spóahólar 12,Reykjavík,36900000,33400000,26200000,0,Fjölbýli,1978,76.4,3,2,1,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Eiðistorg 13,Seltjarnarnesi,42300000,43650000,30350000,0,Fjölbýli,1985,95.2,3,2,1,1,Margir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Bergþórugata 9,Reykjavík,39900000,35000000,18600000,0,Fjölbýli,1921,65,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Lyngás 1H,Garðabæ,58900000,37650000,43450000,0,Fjölbýli,2019,110.4,4,3,1,1,Sérinngangur,Já,Já
Lyngás 1H,Garðabæ,54900000,34400000,38500000,0,Fjölbýli,2019,94.8,4,3,1,1,Sérinngangur,Já,Já
Lyngás 1H,Garðabæ,58900000,37650000,43400000,0,Fjölbýli,2019,111.2,4,3,1,1,Sérinngangur,Já,Já
Brúarfljót 2,Mosfellsbæ,39900000,2870000,0,0,Atvinnuhúsnæði,0,190.2,0,0,0,0,Sérinngangur,Nei / Ekki vitað,Já
Brúarfljót 2,Mosfellsbæ,39900000,2870000,0,0,Atvinnuhúsnæði,2019,190.2,0,0,0,0,Sérinngangur,Nei / Ekki vitað,Já
Brúarfljót 2,Mosfellsbæ,39900000,2870000,0,0,Atvinnuhúsnæði,2019,190.2,0,0,0,0,Sérinngangur,Nei / Ekki vitað,Já
Brúarfljót 2,Mosfellsbæ,39900000,2870000,0,0,Atvinnuhúsnæði,2019,190.2,0,0,0,0,Sérinngangur,Nei / Ekki vitað,Já
Kirkjuvegur 64,Vestmannaeyjum,31400000,28900000,47350000,0,Einbýli,1925,183.9,5,4,1,2,Tveir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Þingvallastræti 4,Akureyri,79900000,48350000,58450000,0,Einbýli,1930,201.6,6,0,3,3,Tveir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Hólagata 41,Vestmannaeyjum,35900000,35700000,68110000,0,Einbýli,1954,206.6,6,5,1,2,Tveir inngangar,Já,Nei / Ekki vitað
Kirkjuteigur 13,Reykjanesbæ,56900000,45300000,40800000,0,Einbýli,1955,195.9,5,4,2,2,Sérinngangur,Já,Nei / Ekki vitað
Grundargarður 6,Húsavík,26900000,27150000,39000000,0,Fjölbýli,1991,115.1,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hverfisgata 64,Reykjavík,230000,31650000,16700000,0,Fjölbýli,1909,57.8,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Skólavörðustígur 24a,Reykjavík,67900000,66850000,36450000,0,Einbýli,1923,134.8,6,5,1,2,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Hringbraut 3,Hafnarfirði,46900000,42900000,33850000,0,Fjölbýli,1955,107.3,5,2,3,2,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Kirkjustétt 2-6,Reykjavík,32000000,29150000,42200000,0,Atvinnuhúsnæði,2004,125.2,1,0,0,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Álfhólsvegur 73 ÍB.202,Kópavogi,72900000,21700000,0,0,Fjölbýli,2019,119.3,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Já
Ferjubakki SELD 8,Reykjavík,34800000,32150000,25550000,0,Fjölbýli,1968,85.8,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Skarðshlíð 29,Akureyri,26800000,24000000,25450000,0,Fjölbýli,1971,80.8,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Álfhólsvegur 73 ÍB. 201,Kópavogi,72900000,21700000,0,0,Fjölbýli,2019,119.3,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Já
Norðurkot 0,Eyrarbakka,35500000,19200000,24100000,0,Einbýli,1920,80.7,3,2,1,2,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Völuteigur 31a,Mosfellsbæ,650000000,423200000,702400000,0,Atvinnuhúsnæði,2007,2753.6,12,0,0,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Davíðshagi 8,Akureyri,38500000,37400000,28600000,0,Fjölbýli,2019,90.4,0,3,1,1,Ekki vitað,Nei / Ekki vitað,Já
Grænás 1,Njarðvík,29900000,28400000,37600000,0,Fjölbýli,1957,109,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Túngata 19,Húsavík,26900000,17300000,24550000,0,Einbýli,1925,84.9,3,2,1,1,Tveir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Ásatún 40,Akureyri,36500000,36700000,32800000,0,Fjölbýli,2016,86.6,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Já
Skipholt 53,Reykjavík,39800000,41250000,25550000,0,Fjölbýli,1963,88.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Stórikriki 2a,Mosfellsbæ,69800000,60900000,68840000,0,Fjölbýli,2008,177.5,5,3,2,1,Sameiginlegur,Já,Nei / Ekki vitað
Tjarnabakki 12,Njarðvík,44900000,48300000,45460000,0,Fjölbýli,2006,147,4,3,1,1,Sérinngangur,Já,Nei / Ekki vitað
Vatnsstígur 20 22,Reykjavík,86000000,84200000,55080000,0,Fjölbýli,2015,137,3,2,2,2,Sameiginlegur,Já,Nei / Ekki vitað
Smárarimi 26,Reykjavík,95900000,78600000,66950000,0,Einbýli,1993,200.1,5,4,2,2,Sérinngangur,Já,Nei / Ekki vitað
Fossvegur 2,Selfossi,26000000,26050000,25950000,0,Fjölbýli,2004,70.4,2,1,1,1,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Lyngás  1G,Garðabæ,57900000,0,0,0,Fjölbýli,2019,99.4,4,3,1,1,Sérinngangur,Já,Já
Lyngás 1G,Garðabæ,55900000,70500000,77700000,0,Fjölbýli,2019,197.6,4,3,1,1,Sérinngangur,Já,Já
Hafnarberg 3,Þorlákshöfn,42900000,33800000,49890000,0,Fjölbýli,1996,150.2,4,2,1,1,Sérinngangur,Já,Nei / Ekki vitað
Grettisgata 75,Reykjavík,37500000,41750000,27092000,0,Fjölbýli,1938,90.1,4,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Klettás 14,Njarðvík,42500000,44850000,37150000,0,Fjölbýli,2002,130.6,4,3,1,1,Sérinngangur,Já,Nei / Ekki vitað
Sóleyjarimi 5,Reykjavík,47900000,44950000,35628000,0,Fjölbýli,2005,99,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Grænás 3,Njarðvík,29900000,28200000,31450000,0,Fjölbýli,1957,108,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Suðurgata 64,Hafnarfirði,41800000,42500000,31700000,0,Fjölbýli,1947,110.9,5,2,1,0,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Höfðagata 19,Stykkishólmi,42000000,33800000,50310000,0,Einbýli,1960,181,6,5,1,2,Tveir inngangar,Já,Nei / Ekki vitað
Hamarstígur  2,Akureyri,63900000,53350000,56550000,0,Einbýli,1930,173.4,5,4,2,2,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Vallarbraut 9,Akranesi,34900000,23050000,33450000,0,Fjölbýli,1979,111.4,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Vegamót Snæfellsnesi,Stykkishólmi,195000000,41309000,201280000,0,Atvinnuhúsnæði,1935,539,17,14,3,16,Margir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Hólmatún 1,Akureyri,38800000,39200000,35150000,0,Fjölbýli,2013,97.4,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Lyngholt 4,Vogum,45500000,7910000,0,0,Einbýli,0,198.9,5,4,1,0,Ekki vitað,Já,Nei / Ekki vitað
Barónsstígur 6,Reykjavík,85900000,27250000,0,0,Fjölbýli,2018,106.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Nýhöfn 7,Garðabæ,95000000,74150000,90210000,0,Fjölbýli,2017,150.1,3,2,1,2,Sameiginlegur,Já,Já
Efrahóp 8,Grindavík,52000000,45450000,60400000,0,Einbýli,2011,156,4,3,1,2,Sérinngangur,Já,Nei / Ekki vitað
Smyrilshlíð 8,Reykjavík,63500000,0,0,0,Fjölbýli,2019,117.4,5,4,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Smyrilshlíð  6,Reykjavík,58500000,0,0,0,Fjölbýli,2019,102.7,4,3,1,1,Ekki vitað,Nei / Ekki vitað,Já
Smyrilshlíð  6,Reykjavík,58500000,53800000,42410000,0,Fjölbýli,2019,101.5,4,3,1,1,Ekki vitað,Nei / Ekki vitað,Já
Smyrilshlíð  4,Reykjavík,58500000,0,0,0,Fjölbýli,2019,95.1,4,3,1,1,Ekki vitað,Nei / Ekki vitað,Já
Smyrilshlíð 4,Reykjavík,58500000,0,0,0,Fjölbýli,2019,101.1,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Smyrilshlíð  4,Reykjavík,46500000,0,0,0,Fjölbýli,2019,72,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Brunngata 7,Ísafirði,25900000,11800000,22800000,0,Fjölbýli,1943,78.3,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Rjúpnasalir 14,Kópavogi,54800000,52650000,41400000,0,Fjölbýli,2003,130.3,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Heiðarholt 26,Reykjanesbæ,23500000,23950000,28950000,0,Fjölbýli,1984,78,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Austurbrú 4,Akureyri,66800000,47450000,63220000,0,Fjölbýli,2017,113.3,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Hverfisgata 96 (306),Reykjavík,74900000,56200000,0,0,Fjölbýli,2018,123.1,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Sunnusmári 28,Kópavogi,94900000,66200000,57330000,0,Fjölbýli,2018,144.9,4,2,2,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Árskógar 6,Reykjavík,53900000,85900000,68000000,0,Fjölbýli,1992,100.4,3,1,2,1,Sameiginlegur,Já,Nei / Ekki vitað
Hverfisgata 85A,Reykjavík,47900000,0,0,0,Fjölbýli,2019,67.4,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Vatnsstígur 17,Reykjavík,72900000,73000000,51880000,0,Fjölbýli,2004,127.4,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Sunnusmári 0,Kópavogi,49900000,49350000,38050000,0,Fjölbýli,2019,100,3,2,1,0,Sameiginlegur,Nei / Ekki vitað,Já
Sunnusmári 28,Kópavogi,94900000,66200000,57330000,0,Fjölbýli,2018,144.9,3,2,2,1,Sameiginlegur,Já,Já
Sunnusmári 24,Kópavogi,59900000,53950000,46430000,0,Fjölbýli,2018,116.7,4,4,1,1,Ekki vitað,Já,Já
Hverfisgata 85A,Reykjavík,46900000,0,0,0,Fjölbýli,2019,66.5,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Klettatröð 9,Reykjanesbæ,54900000,30750000,109600000,0,Atvinnuhúsnæði,1957,511,0,0,0,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Hvaleyrarbraut 33,Hafnarfirði,39800000,37050000,0,0,Atvinnuhúsnæði,2002,167.6,1,0,0,1,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Hvaleyrarbraut 33,Hafnarfirði,42500000,39550000,0,0,Atvinnuhúsnæði,2002,171,5,0,0,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Gerðavellir 19,Grindavík,55000000,26440000,83350000,0,Atvinnuhúsnæði,1981,225.7,3,0,0,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Flugvöllur vestma,Vestmannaeyjum,29900000,13580000,39500000,0,Atvinnuhúsnæði,1982,372.8,0,0,0,1,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Dúfnahólar 6,Reykjavík,44500000,33200000,24500000,0,Fjölbýli,1974,127.8,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Gvendargeisli 24,Reykjavík,52500000,42650000,39520000,0,Fjölbýli,2003,121.3,3,2,1,1,Sérinngangur,Já,Nei / Ekki vitað
Vatnsstígur 13,Reykjavík,52000000,51400000,40710000,0,Fjölbýli,2004,73,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Kjarnagata 45,Akureyri,44500000,42700000,40700000,0,Fjölbýli,2017,102.1,4,4,1,1,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Þrastahraun 5,Hafnarfirði,89000000,73600000,66150000,0,Einbýli,1964,198.7,7,5,2,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Þingás 13,Reykjavík,89900000,70600000,54620000,0,Einbýli,1985,188.9,6,4,2,2,Sérinngangur,Já,Nei / Ekki vitað
Lyngás 1H,Garðabæ,48900000,32500000,34700000,0,Fjölbýli,2019,84.4,3,2,1,1,Sérinngangur,Já,Já
Jaðarleiti 2,Reykjavík,73900000,57150000,48000000,0,Fjölbýli,2018,107.3,4,2,2,1,Sameiginlegur,Já,Já
Hamratún 38 - 201,Akureyri,39500000,44300000,37750000,0,Fjölbýli,2006,110,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
