Gata,Stadur,Verd,Fasteignamat,Brunabotamat,Ahvilandi,Tegund,Byggingarar,Size,Herbergi,Svefnherbergi,Stofur,Badherbergi,Inngangur,Bilskur,Dags.sott,Nybygging
Brunnar  *LÆKKAÐ VERÐ* 1,Patreksfirði,24900000,15800000,44550000,0,Einbýli,1961,153.9,5,3,2,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Tónahvarf 6,Kópavogi,55107000,16850000,0,0,atv,2018,204.1,1,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Dvergshöfði 2,Reykjavík,NA,0,0,0,atv,2007,293,83,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Palm Beach l Raðhús,Útlöndum,39900000,0,0,0,Par/Raðhús,2019,129,4,3,1,3,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Langholtsvegur 23,Reykjavík,42500000,40250000,30000000,0,Fjölbýli,1979,95.6,3,2,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hallgerðargata íbúð (401),Reykjavík,137500000,0,0,0,Fjölbýli,2019,194.7,5,4,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
"Spánn, Villamartin Penthouse",Útlöndum,42840000,0,0,0,Fjölbýli,2020,168,4,3,1,2,Sameiginlegur,Já,2020-03-21,Já
"Spánn, Villamartin, Golf íbúðir",Útlöndum,32504000,0,0,0,Fjölbýli,2020,104,4,3,1,2,Sameiginlegur,Já,2020-03-21,Já
Halldóruhagi 10 201,Akureyri,47800000,19100000,0,0,Hæðir,2019,101.8,3,2,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Halldóruhagi 10 101,Akureyri,43000000,17950000,0,0,Hæðir,2019,93.5,3,2,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Austurstræti 17,Reykjavík,NA,0,0,0,atv,1918,110,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Staðarsund 16,Grindavík,NA,23950000,84600000,0,atv,1988,405.2,0,0,0,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Lyngás 11,Garðabæ,280000,0,0,0,atv,NA,140,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Lyngás 11,Garðabæ,140000,0,0,0,atv,NA,70,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Reykjavíkurvegur 74,Hafnarfirði,NA,0,0,0,atv,NA,380,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Þórunnarstræti 85,Akureyri,24900000,24450000,26800000,0,Fjölbýli,1966,77,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Fossalda 6,Hellu,17900000,14750000,26000000,0,Fjölbýli,1980,63.9,2,1,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Testgata 1020,Varmahlíð,1,28800000,54450000,0,atv,1980,173.6,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Laugavegur / Hjartagarður  (L19b),Reykjavík,NA,0,0,0,atv,2014,57,1,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Halldóruhagi 10,Akureyri,48400000,42450000,44000000,0,Fjölbýli,2019,101.8,3,2,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Halldóruhagi 10 102,Akureyri,43500000,3130000,0,0,Hæðir,2019,93.5,3,2,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Garðyrkjustöðin Kvistar,Selfossi,NA,59285000,204600000,0,atv,0,46116,0,6,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Halldóruhagi 10 101,Akureyri,43000000,3130000,0,0,Hæðir,2019,93.5,3,2,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Stillholt 21,Akranesi,50900000,5720000,0,0,Fjölbýli,0,106.5,3,2,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Stillholt 21,Akranesi,50600000,5700000,0,0,Fjölbýli,0,105.8,3,2,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Stillholt 21,Akranesi,59400000,3290000,0,0,Fjölbýli,2019,126.1,4,3,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Stillholt 21,Akranesi,59400000,3310000,0,0,Fjölbýli,2019,128,4,3,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Stillholt 21,Akranesi,58900000,3310000,0,0,Fjölbýli,2019,128.2,4,3,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Stillholt 21,Akranesi,58400000,3290000,0,0,Fjölbýli,2019,126.1,4,3,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Stillholt 21,Akranesi,57900000,0,0,0,Fjölbýli,2019,126.1,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Stillholt 21,Akranesi,56900000,3320000,0,0,Fjölbýli,2019,129,4,3,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Stillholt 21,Akranesi,56400000,6580000,0,0,Fjölbýli,0,126.3,4,3,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Stillholt 21,Akranesi,47400000,2860000,0,0,Fjölbýli,2019,106.4,3,2,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Esia Raðhús í La Finca,Útlöndum,47900000,0,0,0,Einbýli,2019,132,4,3,1,3,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Stillholt 21,Akranesi,39000000,0,0,0,Fjölbýli,2019,94.7,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Stillholt 21,Akranesi,46600000,5720000,0,0,Fjölbýli,0,107.1,2,2,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Stangarbraut 3,Selfossi,3900000,2390000,0,0,Jörð/Lóð,0,0,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bræðraborgarstígur 26,Reykjavík,89900000,72550000,55980000,0,Hæðir,1966,189,0,3,2,3,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Halldóruhagi 10 201,Akureyri,47800000,19100000,0,0,Fjölbýli,2019,101.8,3,NA,NA,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
VEITINGAHÚS    HJALTEYRI,Akureyri,27900000,0,0,0,Aðrar tegundir,NA,118,0,NA,NA,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Dugguvogur 4,Reykjavík,NA,521750000,0,0,atv,1973,1179.2,0,0,0,0,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bjarkarholt 8,Mosfellsbæ,94900000,6080000,0,0,Fjölbýli,NA,179.1,5,3,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Reykjavíkurvegur 74,Hafnarfirði,NA,0,0,0,atv,NA,380,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bjarkarholt 20,Mosfellsbæ,66900000,4550000,0,0,Fjölbýli,2020,117.6,3,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Fálkagata 32,Reykjavík,129800000,104050000,61650000,0,Fjölbýli,1935,234,4,7,4,4,Ekki vitað,Já,2020-03-21,Nei / Ekki vitað
Laufdalur 19A,Njarðvík,48900000,46300000,44020000,0,Par/Raðhús,2018,123.5,4,3,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Eikarlundur 15,Akureyri,69900000,59450000,66750000,0,Einbýli,1974,197,6,5,2,1,Tveir inngangar,Já,2020-03-21,Nei / Ekki vitað
Hraunbær 75 TILBOÐ,Reykjavík,73900000,64450000,57950000,0,Par/Raðhús,1968,169,6,4,2,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Suðurgata 24,Reykjanesbæ,33000000,30100000,38300000,0,Fjölbýli,1956,122,4,3,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 85 218,Reykjavík,41900000,0,0,0,Fjölbýli,2019,59.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 85 218,Reykjavík,41900000,0,0,0,Fjölbýli,2019,59.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 85,Reykjavík,47900000,20750000,0,0,Fjölbýli,2019,67.6,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 85 219,Reykjavík,45900000,0,0,0,Fjölbýli,2019,63.4,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Brekkugata 9,Garðabæ,77900000,64250000,0,0,Par/Raðhús,2018,197.9,5,4,2,2,Sérinngangur,Já,2020-03-21,Já
Hverfisgata 85,Reykjavík,37900000,15800000,0,0,Fjölbýli,2019,45.1,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 85 406,Reykjavík,46700000,20650000,0,0,Fjölbýli,2019,69.5,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 85,Reykjavík,42400000,18000000,0,0,Fjölbýli,2019,55.8,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 85 311,Reykjavík,45700000,20000000,0,0,Fjölbýli,2019,66.5,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 85,Reykjavík,39500000,16200000,0,0,Fjölbýli,2019,47.5,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 85,Reykjavík,74900000,27200000,0,0,Fjölbýli,2019,97.9,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 85 110,Reykjavík,43900000,20750000,0,0,Fjölbýli,2019,66.8,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Reykjavíkurvegur 74,Hafnarfirði,NA,0,0,0,atv,1960,380,22,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 85 312,Reykjavík,54500000,0,0,0,Fjölbýli,2019,83.2,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 85 211,Reykjavík,44700000,21000000,0,0,Fjölbýli,2019,71.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Reykjavíkurvegur 74,Hafnarfirði,NA,0,0,0,atv,1960,488,22,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Grandavegur 42B (502),Reykjavík,50900000,49350000,33330000,0,Fjölbýli,2016,76.4,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Holtasmári 1,Kópavogi,NA,0,0,0,atv,NA,126.8,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Stigahlíð 85,Reykjavík,125000000,93550000,83200000,0,Einbýli,1965,271.7,11,5,3,3,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Mikley Skagafirði,Sauðárkróki,16000000,670000,0,0,Jörð/Lóð,NA,0,0,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Urðarhvarf 14,Kópavogi,NA,0,0,0,atv,NA,300,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Holtasmári 1,Kópavogi,NA,0,0,0,atv,NA,600,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Urðarhvarf 14,Kópavogi,NA,0,0,0,atv,NA,901.4,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Spánn - La Zenia-Villamartin,Útlöndum,21600000,0,0,0,Fjölbýli,NA,0,3,2,1,2,Sameiginlegur,Já,2020-03-21,Já
Heiðarvegur 23B LAUST VIÐ KS,Reyðarfirði,44500000,31400000,58400000,0,Par/Raðhús,1991,182.1,5,4,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Sílalækur 9,Selfossi,44900000,24250000,0,0,Par/Raðhús,2019,105.1,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
"Spánn, Playa Flamenca, glæsilegt einbýli",Útlöndum,59704000,0,0,0,Einbýli,NA,175,5,3,2,3,Tvennir inngangar,Já,2020-03-21,Nei / Ekki vitað
Háagerði 65,Reykjavík,51900000,40700000,27500000,0,Hæðir,1956,90.1,3,2,2,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnargata 42,Reykjanesbæ,33500000,28150000,29560000,0,Fjölbýli,1936,129,3,3,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Holtsvegur 37,Garðabæ,59500000,54650000,54060000,0,Fjölbýli,2016,124.3,4,3,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Hlíðarhjalli 48,Kópavogi,54900000,52850000,39950000,0,Hæðir,1988,125.4,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
"Spánn, La Marina, 5-6 herbergja einbýli",Útlöndum,78200000,0,0,0,Einbýli,2007,250,6,4,2,5,Tvennir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Gerplustræti 17,Mosfellsbæ,74900000,59400000,0,0,Fjölbýli,2019,157.6,5,4,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Víkurhvarf 2,Kópavogi,NA,0,0,0,atv,NA,658,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Suðurlandsbraut 24,Reykjavík,NA,0,0,NA,Atvinnuhús,NA,336,0,NA,NA,NA,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
"Spánn, Einbýli rétt við ströndina",Útlöndum,58480000,0,0,0,Einbýli,2016,270,5,4,2,3,Tvennir inngangar,Já,2020-03-21,Já
Þórunnarstræti 123,Akureyri,31000000,22700000,27000000,0,Hæðir,1967,84.7,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Holtasmári 1,Kópavogi,NA,0,0,0,atv,NA,127,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Grænibakki 3,Bíldudal,13900000,12300000,29150000,0,Einbýli,1975,104,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Holtabraut 18,Selfossi,39900000,30650000,0,0,Par/Raðhús,2019,174.6,4,3,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Heiðarbraut 7,Reykjanesbæ,53900000,53200000,57800000,0,Par/Raðhús,1981,185.3,5,4,2,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Ástún 6,Kópavogi,51900000,47450000,42900000,0,Fjölbýli,2014,96.7,3,2,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Suðurgata 50,Reykjanesbæ,29000000,35900000,42300000,20992240,Hæðir,1942,160.1,4,3,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Ásabraut 3,Reykjanesbæ,22900000,16500000,19400000,0,Fjölbýli,1948,62.2,2,1,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Smyrilshlíð 3 105,Reykjavík,57900000,8350000,7650000,0,Fjölbýli,2018,95.4,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Smyrilshlíð 3 (404),Reykjavík,59900000,8350000,7650000,0,Fjölbýli,2018,90.6,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Skarðsbraut 9,Akranesi,34500000,31650000,33500000,0,Fjölbýli,1976,114.3,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hraunbær 103A 102,Reykjavík,49000000,19800000,0,0,Fjölbýli,2019,98.5,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hraunbær 103C 106,Reykjavík,69000000,21100000,0,0,Fjölbýli,2019,100.2,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hallveigartröð 10A,Reykholt í Borgarfirði,19500000,2140000,0,0,Par/Raðhús,NA,75.6,2,1,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Norðurgarður 8,Sandgerði,NA,13050000,0,0,atv,NA,2164.6,5,0,0,0,Margir inngangar,Nei / Ekki vitað,2020-03-21,Já
Hraunbær 103B 206,Reykjavík,55990000,20400000,0,0,Fjölbýli,2019,101.9,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Álfabakki 14,Reykjavík,NA,42450000,55500000,0,atv,1988,130,0,0,0,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Nýbýlavegur SELD 64,Kópavogi,68500000,66800000,54490000,0,Fjölbýli,1966,192.5,5,4,1,3,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Brjánsstaðir land 1,Selfossi,7000000,4520000,0,0,Jörð/Lóð,0,0,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarbraut 13 A,Kópavogi,67900000,25200000,0,0,Fjölbýli,2019,117.4,4,3,1,1,Ekki vitað,Já,2020-03-21,Nei / Ekki vitað
Hafnarbraut 13 A,Kópavogi,77900000,29650000,0,0,Fjölbýli,2019,147.5,4,3,1,1,Sameiginlegur,Já,2020-03-21,Já
Sóltún 24,Reykjavík,115000000,85790000,129100000,0,atv,1968,344.9,17,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Lyngháls 9,Reykjavík,NA,0,0,0,atv,NA,325,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Oddabraut 24,Þorlákshöfn,64500000,52870000,87080000,0,atv,1967,293.2,10,10,0,0,Margir inngangar,Já,2020-03-21,Nei / Ekki vitað
Laugavegur 116,Reykjavík,NA,0,0,0,atv,1947,596.5,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Strikið   1,Garðabæ,82800000,60700000,55450000,0,Fjölbýli,2019,119.7,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Sólborg (410),Reykjavík,74700000,0,0,0,Fjölbýli,2019,115,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Fagurhóll 24-28,Sandgerði,33000000,2830000,0,0,Par/Raðhús,2020,90,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Sólborg 216,Reykjavík,41300000,0,0,0,Fjölbýli,2019,55.7,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Lyngbakki 4,Neskaupstað,23800000,17250000,37350000,0,Fjölbýli,1986,103.2,5,4,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Sólborg 315,Reykjavík,69900000,0,0,0,Fjölbýli,2019,102.2,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hverfisgata 85 319,Reykjavík,45500000,0,0,0,Fjölbýli,2019,64.6,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Veghús 27,Reykjavík,43900000,36250000,30350000,0,Fjölbýli,1989,89.3,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bjarkargata 6,Reykjavík,198000000,180500000,94520000,0,Einbýli,1933,396.4,11,6,3,3,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Árnastígur 2,Grindavík,61000000,50050000,60100000,0,Einbýli,2003,188.1,5,4,1,NA,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Borgartún 28 íb.302,Reykjavík,70900000,7130000,0,0,Fjölbýli,2018,111.1,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Skemmuvegur 46,Kópavogi,32900000,19250000,20700000,0,atv,1979,113.7,1,0,0,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Klukkuvellir 6,Hafnarfirði,62000000,52200000,53950000,0,Hæðir,2015,140,5,4,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hjallabrún 11,Hveragerði,NA,8120000,0,0,Par/Raðhús,2019,155.3,0,4,1,1,Sérinngangur,Já,2020-03-21,Já
Smárarimi 8,Reykjavík,79900000,75200000,60620000,0,Einbýli,1998,179.8,6,4,2,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Hjallabrún  9,Hveragerði,NA,0,0,0,Par/Raðhús,2019,155.3,4,4,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Hvaleyrarbraut 33,Hafnarfirði,39800000,38700000,0,0,atv,2002,167.6,1,NA,NA,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hvaleyrarbraut 33,Hafnarfirði,82300000,78250000,0,0,atv,2002,339,1,NA,NA,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hamraborg 9,Kópavogi,NA,0,0,0,atv,NA,100,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Kirkjusandur Sólborg (406),Reykjavík,43900000,0,0,0,Fjölbýli,2019,62.5,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Kirkjusandur Sólborg (211),Reykjavík,57900000,0,0,0,Fjölbýli,2019,96.3,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Kirkjusandur Sólborg (603),Reykjavík,68900000,0,0,0,Fjölbýli,2019,97.1,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Kirkjusandur Sólborg (214),Reykjavík,47200000,0,0,0,Fjölbýli,2019,76.9,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Sólborg 215,Reykjavík,77900000,0,0,0,Fjölbýli,2019,130.4,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Reykjavíkurvegur 64,Hafnarfirði,56900000,41900000,80100000,0,atv,1980,271.2,3,NA,NA,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Sólborg 206,Reykjavík,84500000,0,0,0,Fjölbýli,2019,139.9,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Sólborg 403,Reykjavík,50900000,0,0,0,Fjölbýli,2019,77.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Sólborg Kirkjusandur,Reykjavík,73700000,0,0,0,Fjölbýli,2019,123.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
